Identifier	Synonym
Cre12.g517000	MAPKKK7
Cre12.g544401	
Cre12.g527350	
Cre12.g543800	
Cre12.g522200	
Cre12.g509150	
Cre12.g507005	
Cre12.g523850	MPPB
Cre12.g556802	
Cre12.g521350	SLY1
Cre12.g483500	
Cre12.g526750	RBM8
Cre12.g495250	FAP31
Cre12.g485250	CSV5
Cre12.g542200	
Cre12.g495957	
Cre12.g534200	
Cre12.g490050	
Cre12.g532050	
Cre12.g555000	
Cre12.g489200	
Cre12.g492504	
Cre12.g495050	OPR51
Cre12.g521050	
Cre12.g489002	
Cre12.g544650	
Cre12.g512790	
Cre12.g558000	MRPS6
Cre12.g505100	
Cre12.g528550	
Cre12.g560750	
Cre12.g500200	MPA2
Cre12.g504450	
Cre12.g556050	PRPL9
Cre12.g514300	
Cre12.g533201	
Cre12.g496850	
Cre12.g512200	MFT26
Cre12.g560200	NAT2
Cre12.g498200	FAP128
Cre12.g493854	
Cre12.g512650	
Cre12.g490950	
Cre12.g522950	MIND1
Cre12.g510650	FBP2
Cre12.g536412	
Cre12.g518550	FAP54
Cre12.g523600	
Cre12.g560350	CNK2
Cre12.g508300	CGL144
Cre12.g557300	
Cre12.g540800	
Cre12.g538100	
Cre12.g555500	
Cre12.g535700	HSP70D
Cre12.g518500	
Cre12.g530250	
Cre12.g515550	VPS33
Cre12.g548901	
Cre12.g494650	CSV10
Cre12.g552200	STA4
Cre12.g527250	
Cre12.g492750	
Cre12.g499500	SAC3
Cre12.g501900	FFT2
Cre12.g520900	
Cre12.g507556	
Cre12.g510250	VTC1
Cre12.g544250	
Cre12.g488800	
Cre12.g488050	FFT5
Cre12.g491050	RIR2
Cre12.g552700	
Cre12.g548955	
Cre12.g540200	HEL58
Cre12.g553000	
Cre12.g531500	DRC3
Cre12.g524550	
Cre12.g534302	
Cre12.g545600	
Cre12.g532800	
Cre12.g488200	
Cre12.g497800	
Cre12.g508644	HDG1
Cre12.g488400	
Cre12.g527650	
Cre12.g558200	
Cre12.g488000	FFT4
Cre12.g561101	ELG42
Cre12.g511100	
Cre12.g526201	
Cre12.g526559	
Cre12.g544114	CYN20-6
Cre12.g503850	ARL12
Cre12.g551852	
Cre12.g505300	
Cre12.g539204	
Cre12.g549800	CSK5
Cre12.g511550	
Cre12.g520050	
Cre12.g554150	
Cre12.g504750	HTA16
Cre12.g508642	
Cre12.g525650	SUFS1
Cre12.g543052	
Cre12.g536950	
Cre12.g554350	
Cre12.g529500	
Cre12.g496450	RRP4
Cre12.g545250	
Cre12.g513650	FAP342
Cre12.g486478	
Cre12.g486702	
Cre12.g511250	
Cre12.g508200	
Cre12.g551977	PHC74
Cre12.g558050	
Cre12.g546100	FAP125
Cre12.g550501	
Cre12.g483720	
Cre12.g536750	
Cre12.g504100	PHX20
Cre12.g534600	TOM20
Cre12.g500150	ALD5
Cre12.g509700	
Cre12.g554929	
Cre12.g525950	
Cre12.g508900	MAPK6
Cre12.g537500	
Cre12.g490450	
Cre12.g486550	
Cre12.g550702	TEF13
Cre12.g559054	
Cre12.g521336	
Cre12.g492950	RIR1
Cre12.g521750	
Cre12.g545800	ROC55
Cre12.g497400	CGL119
Cre12.g516550	GTR16
Cre12.g540351	SELW2
Cre12.g548051	
Cre12.g533800	CYN22
Cre12.g487700	
Cre12.g543350	FDH2
Cre12.g517750	
Cre12.g558700	FAP67
Cre12.g559950	MFDX
Cre12.g522350	TSW1
Cre12.g497100	
Cre12.g485150	GAP1
Cre12.g500500	SMT1
Cre12.g542300	GLYK1
Cre12.g493050	
Cre12.g546650	UBC23
Cre12.g541950	
Cre12.g535150	
Cre12.g485550	
Cre12.g492450	
Cre12.g506300	HTR18
Cre12.g515750	NTP5
Cre12.g493550	THK3
Cre12.g539207	
Cre12.g494900	
Cre12.g550300	
Cre12.g519700	
Cre12.g496250	
Cre12.g504300	
Cre12.g505600	HTB17
Cre12.g520400	MRPL4
Cre12.g561400	
Cre12.g533850	
Cre12.g489550	
Cre12.g531750	
Cre12.g485276	
Cre12.g491600	PTB1
Cre12.g499200	
Cre12.g486050	
Cre12.g549450	
Cre12.g503200	
Cre12.g547651	
Cre12.g549500	
Cre12.g513550	
Cre12.g495953	
Cre12.g547734	
Cre12.g560550	MTF1
Cre12.g551127	
Cre12.g523050	CCT11
Cre12.g504550	HTB15
Cre12.g532327	APG10
Cre12.g515150	
Cre12.g536150	
Cre12.g539121	
Cre12.g510450	RPS28
Cre12.g529100	ATPVL2
Cre12.g556400	
Cre12.g501150	MLT2
Cre12.g551353	LAO1
Cre12.g505450	HFO17
Cre12.g556550	
Cre12.g526010	
Cre12.g512550	
Cre12.g525802	
Cre12.g503250	
Cre12.g529150	FAP314
Cre12.g519600	
Cre12.g494052	
Cre12.g532151	ERM7
Cre12.g509250	EYE2
Cre12.g539208	
Cre12.g498700	CPLD13
Cre12.g512600	RPL18
Cre12.g551100	
Cre12.g553052	
Cre12.g557078	
Cre12.g490100	
Cre12.g514900	TIM10
Cre12.g484375	
Cre12.g530700	
Cre12.g484650	
Cre12.g537226	
Cre12.g534915	
Cre12.g539141	
Cre12.g557850	
Cre12.g557600	ADK4
Cre12.g560902	
Cre12.g553300	
Cre12.g547000	
Cre12.g510034	
Cre12.g557800	
Cre12.g521150	CGL19
Cre12.g543550	
Cre12.g506600	LPN1
Cre12.g527850	
Cre12.g543900	PTP6
Cre12.g528850	DLX1
Cre12.g556750	
Cre12.g550650	MRPL14
Cre12.g485200	
Cre12.g559400	PDE12
Cre12.g492151	
Cre12.g537950	
Cre12.g553850	TUL1
Cre12.g536776	
Cre12.g512450	
Cre12.g541650	
Cre12.g547250	
Cre12.g526800	GND1
Cre12.g531450	HPAT3
Cre12.g551900	
Cre12.g559850	
Cre12.g512202	
Cre12.g497500	SNE7
Cre12.g503100	
Cre12.g550450	
Cre12.g512750	TEF20
Cre12.g509600	CDD2
Cre12.g495955	
Cre12.g503350	
Cre12.g500650	RNB2
Cre12.g537581	
Cre12.g484000	BCX1
Cre12.g537850	CCB2
Cre12.g523700	
Cre12.g537641	
Cre12.g525850	
Cre12.g497950	
Cre12.g535019	
Cre12.g555600	
Cre12.g496100	FAP149
Cre12.g488152	
Cre12.g495750	
Cre12.g504850	HFO16
Cre12.g534100	CON2
Cre12.g499150	
Cre12.g558850	
Cre12.g535600	DNJ17
Cre12.g500600	VMA21
Cre12.g502250	PLAP4
Cre12.g509000	MAPK3
Cre12.g499050	CSB44
Cre12.g521550	
Cre12.g508100	
Cre12.g542569	
Cre12.g494050	RPL9
Cre12.g518700	
Cre12.g554850	TRXH1
Cre12.g499350	EFH7
Cre12.g538500	
Cre12.g531050	RAA3
Cre12.g547727	
Cre12.g549050	STR1
Cre12.g509950	
Cre12.g541200	
Cre12.g490891	
Cre12.g561350	
Cre12.g554050	
Cre12.g553400	
Cre12.g538300	LF5
Cre12.g495951	CYN20-3
Cre12.g511800	
Cre12.g539205	
Cre12.g548550	
Cre12.g559050	
Cre12.g536850	
Cre12.g544111	CSB49
Cre12.g517681	
Cre12.g539000	ECT1
Cre12.g520750	
Cre12.g554200	VTI4
Cre12.g520173	
Cre12.g496402	
Cre12.g484700	
Cre12.g516650	
Cre12.g524000	SUC1
Cre12.g521250	PPE1
Cre12.g495350	POC12
Cre12.g502750	PFD6
Cre12.g487800	
Cre12.g530800	
Cre12.g556913	
Cre12.g548651	
Cre12.g515450	UBC22
Cre12.g520650	TLP1
Cre12.g549100	UAF3
Cre12.g513950	SUFD
Cre12.g507050	
Cre12.g499601	
Cre12.g560100	
Cre12.g533400	
Cre12.g489300	
Cre12.g538200	
Cre12.g517300	
Cre12.g529400	RPS27E1
Cre12.g530876	
Cre12.g485632	CSB41
Cre12.g496350	SSD2
Cre12.g545000	ARP7
Cre12.g499900	VPS29
Cre12.g557252	
Cre12.g502200	
Cre12.g502000	FAP253
Cre12.g559200	
Cre12.g507559	HSC20B
Cre12.g501700	
Cre12.g545401	
Cre12.g529376	
Cre12.g496900	
Cre12.g483650	
Cre12.g494300	
Cre12.g484350	
Cre12.g497200	FAP216
Cre12.g506650	
Cre12.g483900	
Cre12.g559250	FTT1
Cre12.g520300	
Cre12.g543902	
Cre12.g535400	
Cre12.g487150	PGM20
Cre12.g548450	
Cre12.g531651	
Cre12.g526240	
Cre12.g504000	
Cre12.g544050	
Cre12.g493650	
Cre12.g546750	
Cre12.g514400	
Cre12.g491500	UBC1
Cre12.g528926	
Cre12.g555200	
Cre12.g553800	
Cre12.g491400	
Cre12.g541400	
Cre12.g532900	
Cre12.g526950	
Cre12.g510050	CTH1
Cre12.g523026	
Cre12.g485850	CPLD64
Cre12.g498600	EEF1A1
Cre12.g560650	
Cre12.g551801	
Cre12.g492500	
Cre12.g510752	
Cre12.g508350	TPR2
Cre12.g549600	
Cre12.g488750	
Cre12.g516200	EFG2
Cre12.g507750	
Cre12.g487400	
Cre12.g548350	
Cre12.g515950	
Cre12.g542650	
Cre12.g501400	CSB46
Cre12.g512850	
Cre12.g493100	
Cre12.g557700	
Cre12.g492600	FAP346
Cre12.g493700	ZXE2
Cre12.g544109	
Cre12.g510200	
Cre12.g555152	
Cre12.g495650	
Cre12.g485050	CAH6
Cre12.g511350	
Cre12.g525200	NOP56
Cre12.g489152	
Cre12.g489250	
Cre12.g526650	
Cre12.g510350	
Cre12.g526427	
Cre12.g527950	
Cre12.g546877	
Cre12.g556100	SPAG1
Cre12.g516400	
Cre12.g496150	
Cre12.g492250	TRZ3
Cre12.g514500	RPS11
Cre12.g552050	
Cre12.g526051	
Cre12.g550000	
Cre12.g555850	
Cre12.g511200	NUOS5
Cre12.g522450	SEC31
Cre12.g553100	
Cre12.g521800	
Cre12.g542050	
Cre12.g493350	
Cre12.g501703	
Cre12.g539650	
Cre12.g550400	GRX2
Cre12.g542550	
Cre12.g501750	
Cre12.g541050	
Cre12.g527550	
Cre12.g545750	
Cre12.g559555	
Cre12.g554450	
Cre12.g504250	
Cre12.g536350	
Cre12.g486209	
Cre12.g485438	
Cre12.g545500	
Cre12.g525000	
Cre12.g547150	
Cre12.g544600	
Cre12.g514050	GSF1
Cre12.g493950	PRPS13
Cre12.g550750	
Cre12.g534945	
Cre12.g518000	SECA2
Cre12.g523400	
Cre12.g538550	
Cre12.g507002	
Cre12.g518900	
Cre12.g540350	RCD2
Cre12.g551200	
Cre12.g551550	
Cre12.g528450	ASO1
Cre12.g509450	
Cre12.g517050	FAP117
Cre12.g489001	
Cre12.g548391	
Cre12.g505950	TIM50
Cre12.g551950	CGL38
Cre12.g506850	
Cre12.g489900	CYG54
Cre12.g540500	CGL108
Cre12.g524300	CGL71
Cre12.g523300	GTR22
Cre12.g531350	CGL62
Cre12.g502901	
Cre12.g512250	RRP7
Cre12.g526150	
Cre12.g518107	
Cre12.g528650	
Cre12.g500715	
Cre12.g498050	CPS3
Cre12.g541300	
Cre12.g539100	HEL57
Cre12.g484800	
Cre12.g545100	
Cre12.g489850	
Cre12.g519950	FAP42
Cre12.g527700	CYG19
Cre12.g527400	PGM9
Cre12.g541252	
Cre12.g550500	
Cre12.g493750	
Cre12.g509350	FAP238
Cre12.g513852	
Cre12.g559704	
Cre12.g556300	CFAP300
Cre12.g551503	
Cre12.g556650	APC4
Cre12.g528400	
Cre12.g497300	CAS1
Cre12.g497750	TPS2
Cre12.g506500	HTR19
Cre12.g550800	REV1
Cre12.g543650	
Cre12.g546500	TEF22
Cre12.g533950	COT1
Cre12.g514100	
Cre12.g503650	
Cre12.g489700	OTC1
Cre12.g495000	
Cre12.g491300	
Cre12.g499450	
Cre12.g517925	
Cre12.g528050	
Cre12.g505900	
Cre12.g507004	
Cre12.g521500	
Cre12.g538376	
Cre12.g506851	BBS3A
Cre12.g522250	
Cre12.g513254	
Cre12.g517200	
Cre12.g484150	
Cre12.g558800	
Cre12.g544662	
Cre12.g524150	POLH2
Cre12.g485418	
Cre12.g515100	
Cre12.g546633	
Cre12.g545400	
Cre12.g496700	TRX17
Cre12.g539076	
Cre12.g559750	PRL2
Cre12.g557950	DNJ27
Cre12.g508000	TIC40
Cre12.g493200	
Cre12.g539181	
Cre12.g500250	
Cre12.g503050	
Cre12.g507450	SYP4
Cre12.g524700	HAD4
Cre12.g518200	DNJ3
Cre12.g494150	
Cre12.g518750	
Cre12.g513350	
Cre12.g515400	
Cre12.g495138	
Cre12.g517550	
Cre12.g483550	VPE1
Cre12.g550250	
Cre12.g546000	MRPL54
Cre12.g540502	
Cre12.g547800	SNE15
Cre12.g499300	PDE31
Cre12.g485350	
Cre12.g485950	
Cre12.g522700	
Cre12.g558450	SPD1
Cre12.g532300	ATG10
Cre12.g483850	
Cre12.g508700	ELG2
Cre12.g519350	PHB2
Cre12.g545550	
Cre12.g505151	
Cre12.g495600	
Cre12.g499650	
Cre12.g511900	RPE1
Cre12.g498300	
Cre12.g518950	PGM13
Cre12.g487402	CSB43
Cre12.g549400	
Cre12.g532100	
Cre12.g544850	
Cre12.g522500	
Cre12.g485750	CGL128
Cre12.g545177	
Cre12.g500900	
Cre12.g556905	
Cre12.g542800	RPC2
Cre12.g507150	
Cre12.g543100	
Cre12.g486800	
Cre12.g525350	
Cre12.g501550	
Cre12.g502950	CPL15
Cre12.g540950	
Cre12.g499000	
Cre12.g527050	
Cre12.g561602	
Cre12.g556600	GAPN1
Cre12.g551501	
Cre12.g537350	NZP1
Cre12.g510750	
Cre12.g530050	
Cre12.g561300	
Cre12.g549200	
Cre12.g559550	
Cre12.g537900	
Cre12.g516300	CGL154
Cre12.g488351	
Cre12.g544113	
Cre12.g533550	PYK1
Cre12.g555050	MUS81
Cre12.g525450	
Cre12.g512400	
Cre12.g492350	
Cre12.g503400	PRP38
Cre12.g537400	
Cre12.g555300	
Cre12.g545703	
Cre12.g526383	
Cre12.g484500	
Cre12.g505650	
Cre12.g542750	
Cre12.g520700	
Cre12.g505800	MSC6
Cre12.g500050	
Cre12.g517850	
Cre12.g521000	
Cre12.g553700	PDO2
Cre12.g507650	CDJ1
Cre12.g527800	DLL3
Cre12.g486450	
Cre12.g507333	
Cre12.g559150	CLPS2
Cre12.g551250	
Cre12.g530900	
Cre12.g535050	
Cre12.g508500	
Cre12.g532500	
Cre12.g517976	
Cre12.g548650	BBS4
Cre12.g539201	
Cre12.g491951	
Cre12.g502400	
Cre12.g514550	
Cre12.g486851	
Cre12.g520600	PRPS6
Cre12.g511750	FAP105
Cre12.g490800	
Cre12.g510550	
Cre12.g490250	
Cre12.g546850	
Cre12.g526701	RBL9
Cre12.g542500	MOC1
Cre12.g519150	
Cre12.g553500	ANK15
Cre12.g555750	CPK7
Cre12.g558550	CPLD60
Cre12.g541800	
Cre12.g544750	
Cre12.g488752	
Cre12.g525100	SMC6B
Cre12.g501702	
Cre12.g554750	
Cre12.g538650	HEM4
Cre12.g556000	ECP88
Cre12.g495900	
Cre12.g535900	ARL1
Cre12.g542350	
Cre12.g522000	
Cre12.g526200	
Cre12.g498450	
Cre12.g532600	CGL44
Cre12.g541600	
Cre12.g531950	
Cre12.g537200	OGD1
Cre12.g504150	NFU2
Cre12.g526388	
Cre12.g536251	
Cre12.g544551	
Cre12.g509800	FAP286
Cre12.g544200	CYN13
Cre12.g530150	
Cre12.g528950	PUF1
Cre12.g520800	
Cre12.g537750	
Cre12.g512050	
Cre12.g532850	PHR3
Cre12.g560700	CDJ6
Cre12.g515600	
Cre12.g551700	
Cre12.g528150	OST3
Cre12.g520150	
Cre12.g558353	
Cre12.g513750	GRX1
Cre12.g548577	
Cre12.g531700	
Cre12.g502650	
Cre12.g548300	
Cre12.g530450	
Cre12.g492954	
Cre12.g552827	umm15
Cre12.g490350	HDS1
Cre12.g540100	
Cre12.g523500	DER1
Cre12.g532350	CAV8
Cre12.g540450	
Cre12.g536600	FAP78
Cre12.g524600	
Cre12.g507001	
Cre12.g520100	CYG66
Cre12.g526471	
Cre12.g523250	
Cre12.g496302	
Cre12.g498150	
Cre12.g536450	
Cre12.g506050	
Cre12.g531250	
Cre12.g495100	PSR1
Cre12.g524250	
Cre12.g547700	TTL14
Cre12.g558600	
Cre12.g487900	FDX9
Cre12.g484600	DMC6
Cre12.g495958	
Cre12.g557400	
Cre12.g559300	ARM1
Cre12.g519450	
Cre12.g526500	
Cre12.g534876	
Cre12.g550150	
Cre12.g497150	
Cre12.g554103	CGL74
Cre12.g515000	
Cre12.g537671	
Cre12.g503900	
Cre12.g518800	
Cre12.g519050	
Cre12.g495500	
Cre12.g553650	
Cre12.g507350	
Cre12.g524350	HUS1
Cre12.g501800	
Cre12.g539209	
Cre12.g519750	
Cre12.g552500	
Cre12.g533100	
Cre12.g530100	CGL83
Cre12.g489650	
Cre12.g493500	SOX1
Cre12.g548201	
Cre12.g493450	
Cre12.g531600	
Cre12.g548750	
Cre12.g523200	NURF55
Cre12.g551352	
Cre12.g547351	
Cre12.g547302	
Cre12.g507909	
Cre12.g561000	CYN28
Cre12.g550468	
Cre12.g516950	SAS6
Cre12.g531150	
Cre12.g509550	PDE5
Cre12.g500400	
Cre12.g497900	
Cre12.g507558	
Cre12.g534151	
Cre12.g489050	PCT2
Cre12.g507007	
Cre12.g544952	
Cre12.g511640	PIGX
Cre12.g517451	
Cre12.g529725	
Cre12.g521650	
Cre12.g532867	
Cre12.g560300	
Cre12.g526295	
Cre12.g522800	
Cre12.g492850	
Cre12.g490000	EIF2A
Cre12.g492152	
Cre12.g515301	
Cre12.g521400	
Cre12.g483476	
Cre12.g557500	
Cre12.g514250	HLM17
Cre12.g560400	DNJ16
Cre12.g525550	MPA10
Cre12.g530000	
Cre12.g489150	SHD1
Cre12.g529250	
Cre12.g508853	BPL2
Cre12.g529200	
Cre12.g522626	
Cre12.g542627	
Cre12.g552850	CGL77
Cre12.g522100	
Cre12.g518100	
Cre12.g505200	HEL51
Cre12.g538450	EPT1
Cre12.g528600	CSB47
Cre12.g543050	
Cre12.g543302	
Cre12.g495300	HIS6
Cre12.g485478	
Cre12.g487250	
Cre12.g507250	
Cre12.g538492	
Cre12.g545950	MAPKKK9
Cre12.g527300	RFC5
Cre12.g510600	
Cre12.g530950	TGL18
Cre12.g492400	
Cre12.g531850	
Cre12.g555650	
Cre12.g498850	CEP12
Cre12.g510252	
Cre12.g541352	LIP1
Cre12.g488550	
Cre12.g524850	
Cre12.g501050	ALD6
Cre12.g508233	
Cre12.g544300	
Cre12.g494800	DII1
Cre12.g561500	
Cre12.g499100	
Cre12.g497000	FAP14
Cre12.g512350	
Cre12.g486700	FAP271
Cre12.g541850	
Cre12.g504600	HFO15
Cre12.g555951	RFD1
Cre12.g545704	
Cre12.g527100	
Cre12.g511000	
Cre12.g496500	PHC70
Cre12.g501250	
Cre12.g524950	
Cre12.g516800	
Cre12.g559700	
Cre12.g521600	
Cre12.g556800	
Cre12.g508643	
Cre12.g530600	GLN3
Cre12.g488173	
Cre12.g516717	
Cre12.g513450	TUH1
Cre12.g484100	RPC19
Cre12.g525990	HCS5
Cre12.g504400	
Cre12.g526111	
Cre12.g533700	cya12
Cre12.g554250	LPB1
Cre12.g511050	RSP16
Cre12.g542900	
Cre12.g541500	
Cre12.g499750	
Cre12.g532700	
Cre12.g549350	
Cre12.g528250	FAP379
Cre12.g537100	TSV2
Cre12.g555400	CGLD32
Cre12.g552005	
Cre12.g550550	CYG48
Cre12.g513600	
Cre12.g513150	MIA40
Cre12.g559000	
Cre12.g530350	IRT2
Cre12.g554953	ETF2
Cre12.g547300	
Cre12.g519850	
Cre12.g489400	PTB7
Cre12.g486950	CSV7
Cre12.g501403	MLO2
Cre12.g514800	
Cre12.g503550	MEC1
Cre12.g484300	
Cre12.g516350	COX10
Cre12.g504050	LAG2
Cre12.g490700	MIN1
Cre12.g538801	
Cre12.g507550	OPR3
Cre12.g503500	
Cre12.g499301	
Cre12.g503750	FMO14
Cre12.g490150	HEL48
Cre12.g511950	
Cre12.g520500	RPP0
Cre12.g501000	
Cre12.g529050	
Cre12.g520950	DIC4
Cre12.g535250	
Cre12.g502500	ELG34
Cre12.g536000	ALA2
Cre12.g518400	
Cre12.g484900	FAP83
Cre12.g499550	
Cre12.g496550	
Cre12.g547900	MCP27
Cre12.g558350	
Cre12.g552100	
Cre12.g535500	
Cre12.g554051	
Cre12.g494500	LF2
Cre12.g516050	
Cre12.g546027	
Cre12.g558900	PETO
Cre12.g488500	ARC6
Cre12.g549427	
Cre12.g507850	
Cre12.g515700	
Cre12.g558250	SNR7
Cre12.g561200	COPZ2
Cre12.g509100	FAP307
Cre12.g490650	
Cre12.g544115	
Cre12.g534400	
Cre12.g505550	HTA17
Cre12.g514650	CNK6
Cre12.g555001	
Cre12.g548700	
Cre12.g510850	CGL73
Cre12.g520200	CPL8
Cre12.g539750	
Cre12.g487500	NYE1
Cre12.g540051	
Cre12.g553552	
Cre12.g500450	TPD1
Cre12.g487600	CPS2
Cre12.g546150	PETM
Cre12.g546700	
Cre12.g527918	
Cre12.g532950	
Cre12.g514350	
Cre12.g550277	MRS2
Cre12.g511850	GSK3
Cre12.g531800	FAP7
Cre12.g506250	HTA18
Cre12.g533900	
Cre12.g522300	
Cre12.g491200	
Cre12.g552950	
Cre12.g522650	
Cre12.g515901	
Cre12.g538400	RPB4
Cre12.g520450	SGT1
Cre12.g547650	
Cre12.g534700	FKB19
Cre12.g495401	
Cre12.g493150	VKE1
Cre12.g486208	
Cre12.g539206	
Cre12.g499950	CPL18
Cre12.g557750	DGTT1
Cre12.g499204	
Cre12.g501100	
Cre12.g532400	
Cre12.g514850	HSP90C
Cre12.g506200	HTB18
Cre12.g487300	CSB42
Cre12.g523100	
Cre12.g510400	CPLD30
Cre12.g532314	
Cre12.g559703	
Cre12.g497250	
Cre12.g533750	
Cre12.g536100	FAP126
Cre12.g526250	
Cre12.g545650	
Cre12.g539700	
Cre12.g523950	
Cre12.g516150	
Cre12.g542000	
Cre12.g489500	
Cre12.g505150	OPR52
Cre12.g547750	SPCS
Cre12.g560250	
Cre12.g496200	
Cre12.g519550	OPR53
Cre12.g553550	
Cre12.g499850	CNK7
Cre12.g540400	RCD1
Cre12.g526030	
Cre12.g490750	
Cre12.g555803	NDA6
Cre12.g507872	
Cre12.g548200	
Cre12.g541150	
Cre12.g504500	HTA15
Cre12.g555800	
Cre12.g527600	
Cre12.g548500	
Cre12.g553750	
Cre12.g541100	OTU7
Cre12.g528750	RPL12
Cre12.g552400	
Cre12.g556500	
Cre12.g536301	
Cre12.g486252	
Cre12.g560800	
Cre12.g501450	SDIR1
Cre12.g525050	SMC6A
Cre12.g494850	ADK3
Cre12.g551201	
Cre12.g504950	UOX1
Cre12.g541350	
Cre12.g529651	RPL7A
Cre12.g484400	
Cre12.g528800	
Cre12.g554550	
Cre12.g494000	CGL82
Cre12.g561450	
Cre12.g530650	GLN2
Cre12.g503300	
Cre12.g518450	
Cre12.g498750	LIP2
Cre12.g540850	
Cre12.g550700	
Cre12.g534930	
Cre12.g550350	
Cre12.g542250	TUB1
Cre12.g492550	
Cre12.g539161	
Cre12.g532200	
Cre12.g556228	NDA7
Cre12.g498400	
Cre12.g559450	
Cre12.g547001	
Cre12.g544400	
Cre12.g543850	
Cre12.g538000	EZY5
Cre12.g542202	
Cre12.g552001	
Cre12.g553302	
Cre12.g537550	
Cre12.g521100	
Cre12.g529850	
Cre12.g534050	FAP366
Cre12.g518650	BSD1
Cre12.g552250	
Cre12.g536500	CGL10
Cre12.g488100	UPF3
Cre12.g540050	
Cre12.g486250	FAP333
Cre12.g557900	CDI1
Cre12.g494600	
Cre12.g504700	HTB16
Cre12.g529450	DRP5
Cre12.g561050	ELG18
Cre12.g497653	SNE13
Cre12.g552851	OGT1
Cre12.g535450	
Cre12.g540750	
Cre12.g542150	
Cre12.g515500	
Cre12.g538050	
Cre12.g491100	
Cre12.g520850	
Cre12.g508150	
Cre12.g493404	
Cre12.g533351	CLPB5
Cre12.g553350	LCI6
Cre12.g550153	
Cre12.g553253	
Cre12.g513100	
Cre12.g533250	
Cre12.g526264	
Cre12.g524500	RMT2
Cre12.g518772	
Cre12.g499400	CYN18-2
Cre12.g538900	
Cre12.g503150	
Cre12.g517400	RAB5
Cre12.g525700	HCS1
Cre12.g552750	
Cre12.g515200	DRC6
Cre12.g483950	MDN4
Cre12.g507000	FFT6
Cre12.g549000	PHC4
Cre12.g540150	
Cre12.g526450	
Cre12.g497850	
Cre12.g524800	
Cre12.g516450	CAG1
Cre12.g551800	
Cre12.g499600	CSD5
Cre12.g555550	
Cre12.g549750	FAP4
Cre12.g502550	
Cre12.g548152	
Cre12.g486551	PHX19
Cre12.g538950	
Cre12.g483800	
Cre12.g554116	
Cre12.g509200	
Cre12.g557250	
Cre12.g485000	FAP182
Cre12.g520000	
Cre12.g521300	
Cre12.g494250	
Cre12.g518050	FAP261
Cre12.g508850	
Cre12.g554400	
Cre12.g557000	ATG12
Cre12.g521700	SSS6
Cre12.g558150	
Cre12.g516500	CUL2
Cre12.g505350	FAP10
Cre12.g502251	
Cre12.g542600	
Cre12.g530550	KDG2
Cre12.g543477	
Cre12.g508650	
Cre12.g526091	
Cre12.g511300	
Cre12.g559053	CSB50
Cre12.g504350	
Cre12.g537000	
Cre12.g534500	
Cre12.g486481	
Cre12.g516900	
Cre12.g489000	
Cre12.g526850	HEL56
Cre12.g541750	ZPD1
Cre12.g489350	
Cre12.g553900	CNG2
Cre12.g491000	
Cre12.g486300	PSAL
Cre12.g549850	
Cre12.g543301	CSV11
Cre12.g506450	HFO19
Cre12.g483750	
Cre12.g535851	RPL8
Cre12.g548000	
Cre12.g505850	CPN23
Cre12.g519300	TEF9
Cre12.g502700	
Cre12.g558750	
Cre12.g507051	
Cre12.g555150	NUOB10
Cre12.g517250	
Cre12.g496400	
Cre12.g556912	
Cre12.g545850	FAP363
Cre12.g543500	FAP364
Cre12.g543300	
Cre12.g508852	
Cre12.g517650	
Cre12.g495952	
Cre12.g500550	
Cre12.g507500	
Cre12.g521851	
Cre12.g524650	HDA18
Cre12.g525970	
Cre12.g560150	FAP353
Cre12.g511600	
Cre12.g546200	RBL5
Cre12.g490451	
Cre12.g495956	
Cre12.g510751	
Cre12.g539850	
Cre12.g520250	PAF1
Cre12.g509650	PDS1
Cre12.g506700	
Cre12.g506350	HFO18
Cre12.g560600	
Cre12.g515850	PCN1
Cre12.g489153	RPL31
Cre12.g487650	
Cre12.g519651	
Cre12.g491450	
Cre12.g520350	ALD1
Cre12.g528500	
Cre12.g552402	
Cre12.g534800	GCSP
Cre12.g532250	
Cre12.g551802	
Cre12.g555250	NUOB14
Cre12.g516000	
Cre12.g544800	
Cre12.g492503	
Cre12.g549900	
Cre12.g535350	
Cre12.g502179	
Cre12.g554650	REC8
Cre12.g546050	DXR1
Cre12.g543950	
Cre12.g544100	
Cre12.g551600	
Cre12.g484250	DHC1
Cre12.g493600	
Cre12.g536683	
Cre12.g516250	
Cre12.g540076	
Cre12.g498650	ALK3
Cre12.g522400	
Cre12.g547100	CGL2
Cre12.g491550	
Cre12.g549002	
Cre12.g549550	TUB2
Cre12.g544000	RSP5
Cre12.g492900	
Cre12.g528700	TRPA1
Cre12.g507006	
Cre12.g487200	
Cre12.g542700	FAP373
Cre12.g526700	RBL9
Cre12.g534000	
Cre12.g540650	
Cre12.g528100	
Cre12.g557650	
Cre12.g556250	
Cre12.g499250	PDE10
Cre12.g502150	
Cre12.g505050	
Cre12.g550900	SSD3
Cre12.g548400	LHCBM2
Cre12.g546452	
Cre12.g501200	SKP1
Cre12.g508450	
Cre12.g488850	AP2A1
Cre12.g499451	
Cre12.g556700	
Cre12.g551000	
Cre12.g514000	LAG1
Cre12.g488250	
Cre12.g525150	
Cre12.g510150	
Cre12.g525776	
Cre12.g545752	
Cre12.g492200	
Cre12.g492150	
Cre12.g548100	UBC7
Cre12.g526068	
