Identifier	Synonym
Cre05.g241050	
Cre05.g245450	COQ5A
Cre05.g248150	PGA2
Cre05.g232751	
Cre05.g236216	
Cre05.g243802	
Cre05.g241634	HAV1
Cre05.g238364	
Cre05.g241150	
Cre05.g242301	
Cre05.g241300	SMPF
Cre05.g235850	
Cre05.g242750	
Cre05.g238250	
Cre05.g243850	
Cre05.g234663	
Cre05.g245701	FAP104
Cre05.g243450	GOX1
Cre05.g243803	
Cre05.g240533	
Cre05.g247200	
Cre05.g246800	GUN4
Cre05.g241629	
Cre05.g230700	
Cre05.g240350	
Cre05.g237283	
Cre05.g234300	
Cre05.g242501	
Cre05.g233502	
Cre05.g237650	
Cre05.g232600	
Cre05.g247050	COPT1
Cre05.g244052	
Cre05.g241850	ACLA1
Cre05.g246377	
Cre05.g234750	CGLD25
Cre05.g248600	PCC1
Cre05.g246551	
Cre05.g236750	
Cre05.g234500	
Cre05.g238935	
Cre05.g243550	
Cre05.g236400	
Cre05.g234658	
Cre05.g233050	FAP162
Cre05.g233550	
Cre05.g238687	PHC35
Cre05.g247150	
Cre05.g237200	DRP6
Cre05.g243700	
Cre05.g244450	
Cre05.g238950	CGLD33
Cre05.g243650	
Cre05.g243351	
Cre05.g237100	MOT52
Cre05.g237050	CGLD27
Cre05.g237400	DAE1
Cre05.g247851	CEP2
Cre05.g245901	
Cre05.g240000	
Cre05.g244850	
Cre05.g242857	
Cre05.g238600	PHC36
Cre05.g240150	UBC16
Cre05.g232800	SRX1
Cre05.g237950	
Cre05.g246400	
Cre05.g246650	
Cre05.g243000	hik
Cre05.g232200	NDA3
Cre05.g238280	FAP205
Cre05.g241644	
Cre05.g234642	
Cre05.g234643	
Cre05.g244150	
Cre05.g242550	RSP6
Cre05.g247550	
Cre05.g243455	
Cre05.g241651	
Cre05.g230900	
Cre05.g236878	
Cre05.g241900	
Cre05.g239400	
Cre05.g239652	
Cre05.g233902	
Cre05.g240700	FAP378
Cre05.g240225	
Cre05.g241638	
Cre05.g247350	
Cre05.g243050	TRXF2
Cre05.g235750	MSH6
Cre05.g239250	
Cre05.g248500	TRXO
Cre05.g234646	
Cre05.g236600	
Cre05.g237850	
Cre05.g233950	CGL129
Cre05.g243454	
Cre05.g241654	
Cre05.g242858	
Cre05.g232550	PGM4
Cre05.g238724	CSB27
Cre05.g240500	
Cre05.g234661	BCS1
Cre05.g244701	
Cre05.g242200	
Cre05.g239900	ARS15
Cre05.g244200	COTH2
Cre05.g237750	
Cre05.g235800	FBB19
Cre05.g246553	
Cre05.g236250	
Cre05.g239750	ARS13
Cre05.g239067	
Cre05.g246750	
Cre05.g235450	
Cre05.g245900	BCA2
Cre05.g245351	
Cre05.g234664	
Cre05.g235102	
Cre05.g242850	
Cre05.g236050	
Cre05.g243472	
Cre05.g242180	
Cre05.g245101	
Cre05.g241631	
Cre05.g243900	
Cre05.g233350	
Cre05.g245451	RBL10
Cre05.g238353	
Cre05.g232000	
Cre05.g247000	
Cre05.g248100	ANK1
Cre05.g235700	
Cre05.g246000	
Cre05.g243801	FAP387
Cre05.g231050	
Cre05.g231002	
Cre05.g232350	
Cre05.g234250	
Cre05.g234648	
Cre05.g237870	
Cre05.g236501	
Cre05.g233551	
Cre05.g236926	
Cre05.g235650	
Cre05.g246850	
Cre05.g241751	
Cre05.g242050	
Cre05.g234660	
Cre05.g237150	
Cre05.g242700	SUB9
Cre05.g232454	
Cre05.g240850	THIC
Cre05.g238000	
Cre05.g237500	
Cre05.g234653	
Cre05.g248200	
Cre05.g238200	
Cre05.g232305	
Cre05.g248250	
Cre05.g241250	
Cre05.g246600	
Cre05.g240400	SOM2
Cre05.g233100	KIN14B-1
Cre05.g241647	
Cre05.g244400	
Cre05.g241652	
Cre05.g230650	
Cre05.g234641	
Cre05.g235600	
Cre05.g246300	
Cre05.g241950	VDAC2
Cre05.g234350	
Cre05.g238900	HEL25
Cre05.g232455	
Cre05.g241643	
Cre05.g239450	
Cre05.g241639	
Cre05.g245700	ANK25
Cre05.g239050	
Cre05.g231000	
Cre05.g232850	COX17
Cre05.g247100	COTH1
Cre05.g235355	
Cre05.g239200	FAP275
Cre05.g239000	
Cre05.g230804	SNF2
Cre05.g243950	
Cre05.g234662	
Cre05.g233600	
Cre05.g234667	
Cre05.g234400	
Cre05.g238650	PHC5
Cre05.g241100	
Cre05.g239100	FPG2
Cre05.g236350	
Cre05.g236550	
Cre05.g241632	
Cre05.g242650	
Cre05.g244901	NUOB12
Cre05.g238301	
Cre05.g241750	PDK3
Cre05.g246950	
Cre05.g234636	
Cre05.g245100	
Cre05.g234650	
Cre05.g233750	
Cre05.g236802	
Cre05.g235018	
Cre05.g248700	
Cre05.g247300	
Cre05.g234100	CYP745A1
Cre05.g243352	
Cre05.g234850	
Cre05.g239700	
Cre05.g236375	
Cre05.g241642	
Cre05.g247850	
Cre05.g248450	CAH5
Cre05.g242350	
Cre05.g237890	
Cre05.g230850	
Cre05.g234649	
Cre05.g237350	
Cre05.g238270	
Cre05.g230600	
Cre05.g232003	
Cre05.g238400	
Cre05.g243800	PSB27
Cre05.g234651	
Cre05.g236950	
Cre05.g240200	
Cre05.g240251	
Cre05.g234976	
Cre05.g234150	
Cre05.g240650	DNJ32
Cre05.g235950	
Cre05.g246752	
Cre05.g238150	
Cre05.g234639	CCT4
Cre05.g244100	
Cre05.g235228	CSU4
Cre05.g232050	
Cre05.g236525	
Cre05.g243358	
Cre05.g233300	
Cre05.g245350	
Cre05.g244650	
Cre05.g236300	
Cre05.g243602	
Cre05.g244250	DHC6
Cre05.g242100	SUB8
Cre05.g246900	
Cre05.g241653	
Cre05.g239800	ARS14
Cre05.g235144	
Cre05.g235400	
Cre05.g238052	
Cre05.g248000	CGL29
Cre05.g236150	
Cre05.g246150	CYG13
Cre05.g241635	
Cre05.g234665	AP4B4
Cre05.g232500	FXL8
Cre05.g234654	
Cre05.g232002	
Cre05.g232400	
Cre05.g234647	
Cre05.g236100	
Cre05.g242000	CHLD
Cre05.g238343	
Cre05.g234200	
Cre05.g233304	CHI3
Cre15.g639000	NCL17
Cre15.g636050	CPLD31
Cre15.g639802	NCL8
Cre15.g642702	
Cre15.g637150	
Cre15.g643391	
Cre15.g636600	FAP391
Cre15.g634550	
Cre15.g641850	
Cre15.g637700	
Cre15.g637900	
Cre15.g639304	NCL15
Cre15.g634913	
Cre15.g644051	
Cre15.g635900	
Cre15.g637216	
Cre15.g643550	PDX1
Cre15.g638304	NCL30
Cre15.g635800	SMC1
Cre15.g637249	
Cre15.g643386	
Cre15.g638551	
Cre15.g638300	NCL28
Cre15.g637401	
Cre15.g636300	CPN2
Cre15.g636700	
Cre15.g636896	
Cre15.g641150	
Cre15.g635993	
Cre15.g643850	
Cre15.g640800	
Cre15.g643740	
Cre15.g640900	
Cre15.g642213	
Cre15.g641500	
Cre15.g643394	
Cre15.g638956	NCL20
Cre15.g637750	
Cre15.g639350	
Cre15.g634650	
Cre15.g638150	NCL31
Cre15.g636450	
Cre15.g638750	NCL21
Cre15.g641750	
Cre15.g643702	
Cre15.g639200	
Cre15.g638450	NCL26
Cre15.g638950	NCC1
Cre15.g635034	
Cre15.g640502	
Cre15.g638101	
Cre15.g643503	COP9
Cre15.g639136	
Cre15.g639700	NCL10
Cre15.g637050	FAP274
Cre15.g643393	
Cre15.g635150	
Cre15.g637761	
Cre15.g639650	NCL11
Cre15.g643395	
Cre15.g641700	
Cre15.g643704	
Cre15.g634800	NCL3
Cre15.g641875	
Cre15.g635700	MAPKKK12
Cre15.g639950	
Cre15.g643400	
Cre15.g636176	
Cre15.g638100	NCL32
Cre15.g636500	
Cre15.g639552	
Cre15.g642875	
Cre15.g641400	
Cre15.g635067	
Cre15.g641100	
Cre15.g637315	
Cre15.g635600	FAP357
Cre15.g634582	
Cre15.g642000	
Cre15.g638700	NCL22
Cre15.g635450	
Cre15.g635998	
Cre15.g634701	RECQ4
Cre15.g639800	NCL7
Cre15.g638955	
Cre15.g641600	
Cre15.g641000	
Cre15.g638651	NCL24
Cre15.g639550	
Cre15.g642976	
Cre15.g640203	
Cre15.g636075	
Cre15.g643389	
Cre15.g640426	NCL18
Cre15.g636840	
Cre15.g640600	
Cre15.g643500	
Cre15.g638401	NCL27
Cre15.g642376	
Cre15.g643387	
Cre15.g635950	
Cre15.g634950	
Cre15.g637552	
Cre15.g641926	
Cre15.g640651	
Cre15.g639500	
Cre15.g643384	
Cre15.g643517	
Cre15.g641950	
Cre15.g643385	
Cre15.g638000	NCL34
Cre15.g639614	NCL12
Cre15.g641298	
Cre15.g640251	
Cre15.g643028	
Cre15.g643388	
Cre15.g639308	NCL14
Cre15.g642950	
Cre15.g639056	
Cre15.g635250	
Cre15.g638050	NCL33
Cre15.g640350	NCL4
Cre15.g637183	
Cre15.g634500	
Cre15.g635850	ATP3
Cre15.g641266	
Cre15.g637602	
Cre15.g641674	
Cre15.g637850	NCL13
Cre15.g636350	
Cre15.g636650	
Cre15.g639379	
Cre15.g642539	
Cre15.g643050	
Cre15.g643392	
Cre15.g634900	
Cre15.g636250	
Cre15.g641650	HLM22
Cre15.g643700	RLS6
Cre15.g641662	
Cre15.g637450	
Cre15.g635650	
Cre15.g636400	
Cre15.g642050	
Cre15.g643191	
Cre15.g640101	
Cre15.g643680	
Cre15.g635376	
Cre15.g637350	
Cre15.g634600	
Cre15.g640204	
Cre15.g636750	
Cre15.g634827	
Cre15.g641451	
Cre15.g644050	
Cre15.g643703	RLS9
Cre15.g639900	
Cre15.g636950	
Cre15.g638500	CYC1
Cre15.g639750	NCL9
Cre15.g641250	
Cre15.g636800	
Cre15.g635200	
Cre15.g640901	
Cre15.g643390	
Cre15.g640150	
Cre15.g641976	
Cre15.g635750	
Cre15.g639504	
Cre15.g636004	
Cre15.g639400	
Cre15.g639600	
Cre15.g639850	NCL6
Cre15.g639150	
Cre15.g635717	
Cre15.g637000	
Cre15.g639503	
Cre15.g636550	
Cre15.g641800	RAB8
Cre15.g635100	
Cre15.g640850	
Cre15.g640200	
Cre15.g640650	
Cre15.g643000	
Cre15.g638650	NCL23
Cre15.g640152	
Cre15.g637282	
Cre15.g641901	
Cre15.g639134	
Cre15.g641350	
Cre15.g638550	NCL25
Cre15.g643354	
Cre15.g643499	
Cre15.g634566	
Cre15.g640100	
Cre15.g638954	NCL19
Cre15.g643600	SUFB
Cre15.g643515	
Cre15.g640000	FAP345
Cre15.g634855	
Cre15.g638303	NCL29
Cre15.g637501	
Cre15.g641050	
Cre15.g639100	FAP195
Cre15.g640652	
Cre15.g639050	
Cre15.g638400	USPA
Cre15.g641200	MCP28
Cre15.g642800	
Cre15.g643750	
Cre15.g641527	
Cre15.g641282	
Cre15.g637100	
Cre15.g640550	
Cre15.g640750	
Cre15.g634750	
Cre15.g634878	
Cre15.g640400	NCC2
Cre15.g642865	
Cre15.g634925	
Cre15.g635350	PRM4
Cre15.g640450	NCL5
Cre15.g640250	
Cre15.g635300	
Cre15.g636100	
Cre15.g639300	NCL16
Cre15.g635400	ZYS3
Cre15.g635000	
Cre43.g760647	
Cre43.g760497	
Cre43.g760597	
Cre43.g760547	
Cre25.g756247	
Cre25.g756447	
Cre25.g756397	
Cre25.g756297	
Cre25.g756497	
Cre25.g756197	
Cre25.g756097	
Cre25.g756347	
Cre25.g756147	
Cre18.g749497	
Cre18.g748497	
Cre18.g748347	
Cre18.g749647	
Cre18.g748947	
Cre18.g749197	
Cre18.g749997	
Cre18.g749297	
Cre18.g749797	FAP281
Cre18.g749097	
Cre18.g748197	
Cre18.g749847	DLD1
Cre18.g750047	FMG1
Cre18.g748797	
Cre18.g749547	
Cre18.g749697	FUT11
Cre18.g748697	
Cre18.g749397	
Cre18.g748297	
Cre18.g749247	
Cre18.g748397	CGL143
Cre18.g749947	FAP21
Cre18.g748447	NFU1
Cre18.g748597	
Cre18.g749147	
Cre18.g748247	
Cre18.g748997	
Cre18.g749747	
Cre18.g748747	
Cre18.g748897	
Cre18.g749897	
Cre18.g749597	
Cre18.g748647	
Cre18.g748847	
Cre18.g748147	
Cre18.g749347	
Cre18.g748097	
Cre18.g748547	
Cre18.g749447	AHD1
Cre18.g749047	
Cre13.g564550	RPC17
Cre13.g590905	
Cre13.g592100	
Cre13.g569275	
Cre13.g572150	
Cre13.g582000	
Cre13.g605350	
Cre13.g589550	
Cre13.g588350	
Cre13.g587550	
Cre13.g586916	SRS6
Cre13.g565321	
Cre13.g572650	
Cre13.g602800	
Cre13.g583350	
Cre13.g566400	OPR55
Cre13.g571251	
Cre13.g579700	
Cre13.g571450	
Cre13.g602550	
Cre13.g583750	
Cre13.g590750	HTB21
Cre13.g584135	
Cre13.g564650	MRS5
Cre13.g588900	WEX
Cre13.g578074	
Cre13.g570400	
Cre13.g578800	LYR5
Cre13.g563700	FAP369
Cre13.g581050	
Cre13.g604400	
Cre13.g568250	TEH11
Cre13.g580600	ATE1
Cre13.g602700	
Cre13.g589167	
Cre13.g587400	
Cre13.g582250	
Cre13.g573200	
Cre13.g568800	NUOB13
Cre13.g602300	
Cre13.g589940	
Cre13.g572600	
Cre13.g576740	
Cre13.g600238	
Cre13.g572950	E2F2
Cre13.g607450	DAK1
Cre13.g570450	
Cre13.g576350	PFP2
Cre13.g567600	COX4
Cre13.g568050	
Cre13.g604850	
Cre13.g573750	
Cre13.g581750	
Cre13.g588050	
Cre13.g585175	
Cre13.g574800	CYB3
Cre13.g578350	MPA11
Cre13.g583000	
Cre13.g563550	
Cre13.g606050	TSY1
Cre13.g578850	
Cre13.g603176	
Cre13.g607550	
Cre13.g575800	IGS1
Cre13.g579500	
Cre13.g565000	
Cre13.g607500	
Cre13.g566000	
Cre13.g569350	SNE16
Cre13.g591650	
Cre13.g607750	DRC2
Cre13.g583972	
Cre13.g603900	TSF1
Cre13.g590300	URK2
Cre13.g580300	CGLD4
Cre13.g579767	
Cre13.g583600	DGD1
Cre13.g572500	CGL14
Cre13.g602950	
Cre13.g606150	
Cre13.g581200	
Cre13.g591800	
Cre13.g575000	CCS1
Cre13.g567750	PRP18
Cre13.g606652	
Cre13.g565116	
Cre13.g588550	SYP1
Cre13.g571650	RPB10
Cre13.g566850	SOUL2
Cre13.g586883	
Cre13.g575600	
Cre13.g581500	OPR41
Cre13.g562100	
Cre13.g606800	
Cre13.g590251	
Cre13.g565700	
Cre13.g581900	
Cre13.g581400	AAA2
Cre13.g577600	
Cre13.g580150	
Cre13.g563876	
Cre13.g588100	CYN19-3
Cre13.g605250	
Cre13.g564583	
Cre13.g567550	
Cre13.g569550	
Cre13.g584170	
Cre13.g572200	
Cre13.g569250	CGLD9
Cre13.g571902	
Cre13.g567800	
Cre13.g586650	FXL1
Cre13.g564700	
Cre13.g563733	
Cre13.g591550	SRR20
Cre13.g564400	FAP161
Cre13.g584600	
Cre13.g568950	
Cre13.g604800	
Cre13.g607950	SELK
Cre13.g588750	
Cre13.g576720	
Cre13.g571300	
Cre13.g583325	
Cre13.g579582	
Cre13.g567700	HAV2
Cre13.g590800	HTA21
Cre13.g587600	
Cre13.g566951	
Cre13.g589300	
Cre13.g592550	
Cre13.g581450	RPN7
Cre13.g582713	
Cre13.g574650	
Cre13.g570350	AKC4
Cre13.g571500	CST2
Cre13.g577250	GOX14
Cre13.g572450	
Cre13.g580650	
Cre13.g577750	
Cre13.g582050	
Cre13.g607150	CYG57
Cre13.g568850	ISU1
Cre13.g605750	
Cre13.g581100	
Cre13.g574250	
Cre13.g582270	FFT3
Cre13.g576400	
Cre13.g592150	
Cre13.g583700	
Cre13.g604350	
Cre13.g582290	
Cre13.g589870	
Cre13.g577900	
Cre13.g561900	
Cre13.g573150	
Cre13.g569700	MBC1
Cre13.g583550	VIPP1
Cre13.g593833	
Cre13.g606500	
Cre13.g582950	
Cre13.g585026	
Cre13.g585200	
Cre13.g590225	
Cre13.g589800	
Cre13.g586700	
Cre13.g574400	CYG55
Cre13.g584950	
Cre13.g570500	
Cre13.g566700	
Cre13.g589000	
Cre13.g565950	
Cre13.g579800	
Cre13.g575050	
Cre13.g586150	
Cre13.g574100	
Cre13.g602425	
Cre13.g575650	
Cre13.g605368	
Cre13.g562950	APC6
Cre13.g567300	
Cre13.g581801	
Cre13.g591750	
Cre13.g561950	
Cre13.g562350	
Cre13.g578900	
Cre13.g592350	
Cre13.g565750	EFG4
Cre13.g562700	CSB51
Cre13.g588271	
Cre13.g584775	
Cre13.g588501	
Cre13.g569950	HTR20
Cre13.g570951	
Cre13.g576050	ZIP2
Cre13.g563900	UBL1
Cre13.g603450	
Cre13.g566050	SMP2
Cre13.g588368	
Cre13.g581150	
Cre13.g564350	
Cre13.g563500	
Cre13.g587200	PIGW
Cre13.g591600	CYG40
Cre13.g562062	
Cre13.g570801	
Cre13.g584250	
Cre13.g607600	RIBFL1
Cre13.g603950	CYN50
Cre13.g603776	
Cre13.g603100	
Cre13.g589600	
Cre13.g582350	
Cre13.g569801	
Cre13.g586250	COA7
Cre13.g586000	
Cre13.g590900	APC11
Cre13.g576466	
Cre13.g580700	DAL2
Cre13.g563300	
Cre13.g576800	HIF
Cre13.g589250	
Cre13.g586800	
Cre13.g562550	ARH1
Cre13.g571800	
Cre13.g588150	
Cre13.g573300	CDD4
Cre13.g575250	
Cre13.g579300	
Cre13.g583100	
Cre13.g577950	VPS60
Cre13.g576100	
Cre13.g565301	
Cre13.g603800	
Cre13.g580350	
Cre13.g584551	
Cre13.g567075	
Cre13.g584850	
Cre13.g588959	
Cre13.g580976	
Cre13.g587250	
Cre13.g570700	CHI4
Cre13.g577850	FKB20
Cre13.g576760	
Cre13.g580100	
Cre13.g568700	
Cre13.g578201	
Cre13.g590850	
Cre13.g564950	EFG13
Cre13.g574750	
Cre13.g569651	
Cre13.g606750	
Cre13.g576150	
Cre13.g590450	
Cre13.g578950	
Cre13.g563800	MYO3
Cre13.g571200	HKR5
Cre13.g581600	ASA4
Cre13.g575750	
Cre13.g569000	
Cre13.g574500	FER2
Cre13.g586850	
Cre13.g604300	
Cre13.g568467	
Cre13.g588386	
Cre13.g579850	
Cre13.g577700	
Cre13.g570100	HTA20
Cre13.g565484	
Cre13.g577150	
Cre13.g579326	
Cre13.g589650	
Cre13.g570851	
Cre13.g604250	
Cre13.g588453	
Cre13.g582476	
Cre13.g604450	
Cre13.g571950	
Cre13.g603000	PDE19
Cre13.g605386	
Cre13.g573600	
Cre13.g607300	FAP352
Cre13.g606250	CYG41
Cre13.g563326	
Cre13.g568300	
Cre13.g585400	
Cre13.g569326	
Cre13.g590200	
Cre13.g604950	
Cre13.g566750	
Cre13.g575450	
Cre13.g581300	
Cre13.g566350	
Cre13.g583500	
Cre13.g607650	
Cre13.g570200	
Cre13.g578501	
Cre13.g565675	
Cre13.g577100	ACP2
Cre13.g584619	
Cre13.g572100	
Cre13.g603050	
Cre13.g563100	
Cre13.g587450	FCL2
Cre13.g588800	
Cre13.g591050	
Cre13.g605550	
Cre13.g574900	FAP228
Cre13.g563050	
Cre13.g602600	
Cre13.g566500	
Cre13.g592050	DAL1
Cre13.g565290	CSB52
Cre13.g586300	FKBP12
Cre13.g588310	MRPL47
Cre13.g584200	
Cre13.g575950	HIR1
Cre13.g595114	
Cre13.g570751	
Cre13.g569100	
Cre13.g603850	
Cre13.g580050	
Cre13.g576600	
Cre13.g568750	
Cre13.g581550	THG1
Cre13.g564766	
Cre13.g568100	
Cre13.g562850	THF1
Cre13.g562650	
Cre13.g584400	FAP189
Cre13.g607100	CYG6
Cre13.g590010	
Cre13.g588950	
Cre13.g603600	
Cre13.g606600	CGK1
Cre13.g577800	
Cre13.g578550	
Cre13.g584901	
Cre13.g580750	
Cre13.g583824	
Cre13.g568025	
Cre13.g592400	LCI21
Cre13.g582112	
Cre13.g563600	UBQ7
Cre13.g564000	PGM3
Cre13.g590550	COA5
Cre13.g585050	
Cre13.g579000	
Cre13.g563850	PRORP
Cre13.g572850	FBB17
Cre13.g579350	
Cre13.g574041	
Cre13.g590500	FAD6
Cre13.g575300	
Cre13.g601519	
Cre13.g567150	
Cre13.g572550	
Cre13.g578050	
Cre13.g567050	
Cre13.g587376	
Cre13.g602350	
Cre13.g586750	
Cre13.g606900	
Cre13.g567626	
Cre13.g581350	
Cre13.g573800	
Cre13.g607250	
Cre13.g587150	HAT5
Cre13.g575500	
Cre13.g585350	
Cre13.g577201	
Cre13.g587500	AOF8
Cre13.g572000	SUMT2
Cre13.g607700	
Cre13.g579901	DEG6
Cre13.g581000	
Cre13.g575550	
Cre13.g574150	
Cre13.g580450	
Cre13.g582100	
Cre13.g569300	
Cre13.g562000	
Cre13.g572900	THO3
Cre13.g578051	
Cre13.g588405	
Cre13.g606000	EFG7
Cre13.g585000	
Cre13.g570150	
Cre13.g562800	FAP337
Cre13.g566250	
Cre13.g591300	
Cre13.g583050	
Cre13.g570050	HTB20
Cre13.g574950	
Cre13.g591000	
Cre13.g588250	
Cre13.g565083	
Cre13.g564750	PDE15
Cre13.g606200	
Cre13.g566300	
Cre13.g570900	MSRA1
Cre13.g605404	
Cre13.g608000	CPLD52
Cre13.g581850	
Cre13.g589400	PRL6
Cre13.g577650	
Cre13.g605200	MMP29
Cre13.g563006	
Cre13.g592000	
Cre13.g564426	
Cre13.g568650	RPS3A
Cre13.g589700	VPS20
Cre13.g573250	
Cre13.g568900	RPL17
Cre13.g579017	
Cre13.g584050	CSB54
Cre13.g567100	ALO1
Cre13.g573900	NSS3
Cre13.g606850	
Cre13.g605000	
Cre13.g602450	
Cre13.g579150	
Cre13.g567327	
Cre13.g604550	
Cre13.g576900	
Cre13.g582671	
Cre13.g603750	KCA1
Cre13.g569750	
Cre13.g572050	SMG1
Cre13.g568200	AXL1
Cre13.g564151	
Cre13.g566200	CGL112
Cre13.g569050	
Cre13.g572800	TILS
Cre13.g604200	
Cre13.g564050	
Cre13.g575850	
Cre13.g575366	
Cre13.g590600	PDE32
Cre13.g586350	
Cre13.g580800	
Cre13.g590150	
Cre13.g606350	
Cre13.g585750	
Cre13.g579250	
Cre13.g582600	
Cre13.g580000	
Cre13.g591851	
Cre13.g570250	
Cre13.g573950	ZRT3
Cre13.g572272	
Cre13.g564450	ELG43
Cre13.g577026	
Cre13.g580900	
Cre13.g602850	SRS8
Cre13.g566626	
Cre13.g565517	
Cre13.g572750	AMX3
Cre13.g571540	
Cre13.g607050	TSU1
Cre13.g566925	
Cre13.g567426	
Cre13.g591350	MFT27
Cre13.g579050	APC1:3frag
Cre13.g588736	
Cre13.g562501	
Cre13.g565270	
Cre13.g586550	CYB4
Cre13.g578100	
Cre13.g575200	
Cre13.g577352	
Cre13.g602500	
Cre13.g589350	FBB6
Cre13.g569900	
Cre13.g583787	
Cre13.g603700	DII4
Cre13.g606974	
Cre13.g576000	
Cre13.g563400	
Cre13.g585500	
Cre13.g562031	
Cre13.g562300	HON2
Cre13.g605650	ALD7
Cre13.g607800	
Cre13.g571850	APC10
Cre13.g587950	
Cre13.g571560	
Cre13.g604050	
Cre13.g576550	
Cre13.g591951	
Cre13.g562475	
Cre13.g564812	
Cre13.g591100	MSC5
Cre13.g578400	
Cre13.g573400	
Cre13.g588201	OPR58
Cre13.g585800	SUB2
Cre13.g603400	
Cre13.g578600	
Cre13.g584100	
Cre13.g568672	
Cre13.g565400	
Cre13.g569450	
Cre13.g567950	STA1
Cre13.g585301	CPLD55
Cre13.g570650	
Cre13.g604501	
Cre13.g576433	
Cre13.g585950	
Cre13.g568400	FTSH4
Cre13.g578650	CPLD10
Cre13.g584650	
Cre13.g567250	
Cre13.g589750	
Cre13.g565200	
Cre13.g563650	
Cre13.g564900	MRP3
Cre13.g574375	
Cre13.g591900	PLD1
Cre13.g592300	
Cre13.g582650	MAPK1
Cre13.g605600	OAS1
Cre13.g577450	
Cre13.g591400	COA1
Cre13.g573850	
Cre13.g578150	RRA1
Cre13.g586450	
Cre13.g590626	
Cre13.g606300	
Cre13.g566900	
Cre13.g577400	ELG16
Cre13.g563350	
Cre13.g586400	
Cre13.g571600	TRS20
Cre13.g582150	
Cre13.g564100	PTK2
Cre13.g591200	HTB22
Cre13.g566150	RMR1
Cre13.g583898	
Cre13.g571100	
Cre13.g605050	
Cre13.g568176	
Cre13.g606700	
Cre13.g562526	
Cre13.g571150	NUOP1
Cre13.g591073	
Cre13.g588700	
Cre13.g579650	
Cre13.g607350	CAH7
Cre13.g587100	
Cre13.g566650	
Cre13.g603500	
Cre13.g579450	CST1
Cre13.g597676	
Cre13.g583217	
Cre13.g602750	
Cre13.g587650	
Cre13.g571876	
Cre13.g573550	ANK26
Cre13.g563150	CGLD8
Cre13.g565650	
Cre13.g565450	PURB
Cre13.g565550	RPB11
Cre13.g586500	KIN17-2
Cre13.g573500	FAP95
Cre13.g605300	
Cre13.g569500	
Cre13.g568550	
Cre13.g579976	
Cre13.g589426	
Cre13.g574050	
Cre13.g583200	
Cre13.g604150	
Cre13.g562250	FAP92
Cre13.g577550	DDB2
Cre13.g579076	
Cre13.g605500	
Cre13.g569400	TAUD1
Cre13.g568000	
Cre13.g567650	
Cre13.g583861	
Cre13.g575400	
Cre13.g582800	
Cre13.g565150	
Cre13.g574300	
Cre13.g585450	
Cre13.g575900	CGL117
Cre13.g567363	FAP220
Cre13.g564800	CYG67
Cre13.g588026	
Cre13.g603650	
Cre13.g587800	
Cre13.g607850	
Cre13.g572250	
Cre13.g607000	xhp1
Cre13.g584350	
Cre13.g592500	
Cre13.g577050	ELG7
Cre13.g573450	
Cre13.g604905	
Cre13.g573351	
Cre13.g583450	EZY17
Cre13.g574000	CLV1
Cre13.g576850	
Cre13.g587850	
Cre13.g578451	TSL1
Cre13.g571750	
Cre13.g585250	
Cre13.g575776	
Cre13.g603350	CYG56
Cre13.g567200	
Cre13.g563250	
Cre13.g582734	
Cre13.g574700	PEX13
Cre13.g576700	
Cre13.g578676	
Cre13.g607900	CPLD68
Cre13.g572350	HSP22G
Cre13.g586600	
Cre13.g575150	
Cre13.g580500	
Cre13.g573700	
Cre13.g586050	
Cre13.g573100	MAM3C
Cre13.g585100	
Cre13.g589450	
Cre13.g606101	
Cre13.g570550	CDD1
Cre13.g604750	CGL94
Cre13.g576650	HIS4
Cre13.g603550	
Cre13.g567400	PDE16
Cre13.g566100	
Cre13.g584700	
Cre13.g569600	
Cre13.g585850	
Cre13.g590650	
Cre13.g577300	GOX13
Cre13.g592200	GSN1
Cre13.g576250	
Cre13.g579598	SSS3
Cre13.g561800	
Cre13.g588650	
Cre13.g581650	PRPL7
Cre13.g563450	
Cre13.g585651	
Cre13.g571927	
Cre13.g591250	EZY20
Cre13.g587050	ERF1
Cre13.g580200	
Cre13.g562200	
Cre13.g571580	CSB53
Cre13.g563926	
Cre13.g587750	COG6
Cre13.g569200	SRP54
Cre13.g567500	
Cre13.g591450	
Cre13.g588000	
Cre13.g602400	KIN8-1
Cre13.g607400	
Cre13.g579100	APC1
Cre13.g568150	
Cre13.g605100	PDE20
Cre13.g564200	
Cre13.g575701	
Cre13.g573000	E2FR1
Cre13.g565250	
Cre13.g606550	
Cre13.g574350	
Cre13.g562750	CGLD38
Cre13.g606950	
Cre13.g582900	
Cre13.g580850	PRPL22
Cre13.g604650	
Cre13.g562900	
Cre13.g565800	UPT1
Cre13.g570000	HFO20
Cre13.g563476	
Cre13.g568450	KIN7-3
Cre13.g574551	
Cre13.g571000	
Cre13.g605800	
Cre13.g590400	
Cre13.g603225	
Cre13.g574850	ERM6
Cre13.g589200	
Cre13.g583250	
Cre13.g578200	
Cre13.g583287	IQA3
Cre13.g579400	ERM8
Cre13.g568600	
Cre13.g567850	
Cre13.g562400	ABI3
Cre13.g586200	
Cre13.g605900	
Cre13.g604000	
Cre13.g607200	CYG42
Cre13.g584500	
Cre13.g587300	
Cre13.g572401	
Cre13.g589100	
Cre13.g584800	
